date,close
2019-07-23,36.53799819946289
2019-07-24,36.58000183105469
2019-07-25,36.345001220703125
2019-07-26,36.49399948120117
2019-07-29,36.36199951171875
2019-07-30,36.15599822998047
2019-07-31,36.38600158691406
2019-08-01,36.75899887084961
2019-08-02,35.814998626708984
2019-08-05,35.0359992980957
2019-08-06,34.99300003051758
2019-08-07,35.191001892089844
2019-08-08,35.64099884033203
2019-08-09,35.26499938964844
2019-08-12,35.13999938964844
2019-08-13,35.474998474121094
2019-08-14,34.91999816894531
2019-08-15,35.21799850463867
2019-08-16,35.63800048828125
2019-08-19,35.73899841308594
2019-08-20,35.641998291015625
2019-08-21,35.770999908447266
2019-08-22,35.612998962402344
2019-08-23,35.292999267578125
2019-08-26,35.75199890136719
2019-08-27,35.790000915527344
2019-08-28,35.750999450683594
2019-08-29,36.00299835205078
2019-08-30,36.28200149536133
2019-09-02,36.33300018310547
2019-09-03,36.4109992980957
2019-09-04,36.40999984741211
2019-09-05,36.702999114990234
2019-09-06,36.70399856567383
2019-09-09,36.9630012512207
2019-09-10,36.970001220703125
2019-09-11,37.45199966430664
2019-09-12,37.53799819946289
2019-09-13,37.9630012512207
2019-09-16,38.055999755859375
2019-09-17,37.83300018310547
2019-09-18,37.74800109863281
2019-09-19,38.319000244140625
2019-09-20,38.375999450683594
2019-09-23,38.233001708984375
2019-09-24,38.46099853515625
2019-09-25,38.5359992980957
2019-09-26,38.77299880981445
2019-09-27,38.3390007019043
2019-09-30,38.369998931884766
2019-10-01,38.28099822998047
2019-10-02,37.665000915527344
2019-10-04,38.0880012512207
2019-10-07,38.207000732421875
2019-10-08,38.01100158691406
2019-10-09,38.14899826049805
2019-10-10,38.06999969482422
2019-10-11,38.487998962402344
2019-10-14,38.32500076293945
2019-10-15,38.72100067138672
2019-10-16,38.54399871826172
2019-10-17,38.23099899291992
2019-10-18,38.104000091552734
2019-10-21,38.428001403808594
2019-10-22,38.569000244140625
2019-10-23,38.768001556396484
2019-10-24,38.78099822998047
2019-10-25,38.85100173950195
2019-10-28,38.87300109863281
2019-10-29,39.053001403808594
2019-10-30,38.9379997253418
2019-10-31,38.858001708984375
2019-11-01,39.263999938964844
2019-11-04,39.66299819946289
2019-11-05,39.979000091552734
2019-11-06,39.88800048828125
2019-11-07,40.292999267578125
2019-11-08,40.17499923706055
2019-11-11,40.018001556396484
2019-11-12,40.321998596191406
2019-11-13,40.084999084472656
2019-11-14,39.83000183105469
2019-11-15,40.04999923706055
2019-11-18,39.9640007019043
2019-11-19,39.87099838256836
2019-11-20,39.88399887084961
