date,close
2019-07-23,44.68000030517578
2019-07-24,44.744998931884766
2019-07-25,44.709999084472656
2019-07-26,45.03499984741211
2019-07-29,45.150001525878906
2019-07-30,44.915000915527344
2019-07-31,44.875
2019-08-01,45.19499969482422
2019-08-02,44.55500030517578
2019-08-05,43.79499816894531
2019-08-06,43.66999816894531
2019-08-07,43.95000076293945
2019-08-08,44.72999954223633
2019-08-09,44.6349983215332
2019-08-12,44.39500045776367
2019-08-13,44.78499984741211
2019-08-14,44.38999938964844
2019-08-15,44.5
2019-08-16,45.02000045776367
2019-08-19,45.435001373291016
2019-08-20,45.314998626708984
2019-08-21,45.3849983215332
2019-08-22,45.26499938964844
2019-08-23,44.85499954223633
2019-08-26,45.02000045776367
2019-08-27,45.30500030517578
2019-08-28,45.28499984741211
2019-08-29,45.61000061035156
2019-08-30,45.92499923706055
2019-09-02,45.93000030517578
2019-09-03,46.095001220703125
2019-09-04,46.220001220703125
2019-09-05,46.18000030517578
2019-09-06,46.3650016784668
2019-09-09,45.90999984741211
2019-09-10,45.48500061035156
2019-09-11,45.93000030517578
2019-09-12,46.08000183105469
2019-09-13,45.900001525878906
2019-09-16,45.915000915527344
2019-09-17,45.95500183105469
2019-09-18,45.915000915527344
2019-09-19,46.310001373291016
2019-09-20,46.46500015258789
2019-09-23,46.494998931884766
2019-09-24,46.65999984741211
2019-09-25,46.599998474121094
2019-09-26,46.814998626708984
2019-09-27,46.709999084472656
2019-09-30,46.834999084472656
2019-10-01,46.5099983215332
2019-10-02,45.6349983215332
2019-10-04,46.314998626708984
2019-10-07,46.44499969482422
2019-10-08,46.119998931884766
2019-10-09,46.18000030517578
2019-10-10,46.2599983215332
2019-10-11,46.415000915527344
2019-10-14,46.185001373291016
2019-10-15,46.244998931884766
2019-10-16,46.07500076293945
2019-10-17,46.040000915527344
2019-10-18,45.915000915527344
2019-10-21,46.04499816894531
2019-10-22,46.07500076293945
2019-10-23,46.03499984741211
2019-10-24,46.099998474121094
2019-10-25,46.06999969482422
2019-10-28,45.94499969482422
2019-10-29,45.9900016784668
2019-10-30,46.1349983215332
2019-10-31,46.0
2019-11-01,46.11000061035156
2019-11-04,46.125
2019-11-05,45.94499969482422
2019-11-06,46.154998779296875
2019-11-07,46.375
2019-11-08,46.30500030517578
2019-11-11,46.220001220703125
2019-11-12,46.310001373291016
2019-11-13,46.45500183105469
2019-11-14,46.404998779296875
2019-11-15,46.44499969482422
2019-11-18,46.59000015258789
2019-11-19,46.599998474121094
2019-11-20,46.66999816894531
2019-11-21,46.51499938964844
2019-11-22,46.4900016784668
2019-11-25,46.834999084472656
2019-11-26,46.939998626708984
2019-11-27,47.16999816894531
2019-11-28,47.165000915527344
2019-11-29,47.01499938964844
2019-12-02,46.345001220703125
2019-12-03,46.22999954223633
2019-12-04,46.58000183105469
2019-12-05,46.459999084472656
2019-12-06,47.07500076293945
2019-12-09,46.80500030517578
2019-12-10,46.595001220703125
2019-12-11,46.57500076293945
2019-12-12,46.58000183105469
2019-12-13,46.42499923706055
