date,close
2019-07-23,117.23999786376953
2019-07-24,116.45999908447266
2019-07-25,117.0999984741211
2019-07-26,118.27999877929688
2019-07-29,118.27999877929688
2019-07-30,118.0199966430664
2019-07-31,118.76000213623047
2019-08-01,118.12000274658203
2019-08-02,112.27999877929688
2019-08-05,111.5199966430664
2019-08-06,112.54000091552734
2019-08-07,111.23999786376953
2019-08-08,113.5
2019-08-09,111.94000244140625
2019-08-12,111.73999786376953
2019-08-13,112.87999725341797
2019-08-14,109.94000244140625
2019-08-15,109.22000122070312
2019-08-16,108.63999938964844
2019-08-19,109.30000305175781
2019-08-20,110.76000213623047
2019-08-21,112.05999755859375
2019-08-22,112.76000213623047
2019-08-23,110.9000015258789
2019-08-26,111.23999786376953
2019-08-27,109.08000183105469
2019-08-28,110.55999755859375
2019-08-29,112.62000274658203
2019-08-30,114.19999694824219
2019-09-02,116.08000183105469
2019-09-03,115.19999694824219
2019-09-04,116.80000305175781
2019-09-05,117.16000366210938
2019-09-06,117.68000030517578
2019-09-09,117.31999969482422
2019-09-10,117.69999694824219
2019-09-11,119.72000122070312
2019-09-12,118.80000305175781
2019-09-13,118.69999694824219
2019-09-16,122.26000213623047
2019-09-17,120.22000122070312
2019-09-18,120.55999755859375
2019-09-19,120.55999755859375
2019-09-20,120.0999984741211
2019-09-23,120.94000244140625
2019-09-24,119.33999633789062
2019-09-25,119.55999755859375
2019-09-26,120.5
2019-09-27,120.12000274658203
2019-09-30,118.5
2019-10-01,118.08000183105469
2019-10-02,116.18000030517578
2019-10-04,116.16000366210938
2019-10-07,117.12000274658203
2019-10-08,115.95999908447266
2019-10-09,116.69999694824219
2019-10-10,117.5
2019-10-11,119.37999725341797
2019-10-14,118.0199966430664
2019-10-15,118.91999816894531
2019-10-16,120.13999938964844
2019-10-17,119.83999633789062
2019-10-18,119.58000183105469
2019-10-21,120.36000061035156
2019-10-22,122.95999908447266
2019-10-23,123.5
2019-10-24,125.86000061035156
2019-10-25,126.77999877929688
2019-10-28,125.5199966430664
2019-10-29,126.36000061035156
2019-10-30,127.31999969482422
2019-10-31,125.80000305175781
2019-11-01,128.55999755859375
2019-11-04,130.82000732421875
2019-11-05,130.6999969482422
2019-11-06,131.1999969482422
2019-11-07,133.22000122070312
2019-11-08,131.72000122070312
2019-11-11,130.33999633789062
2019-11-12,128.94000244140625
2019-11-13,128.5
2019-11-14,127.87999725341797
2019-11-15,129.16000366210938
2019-11-18,127.18000030517578
2019-11-19,127.86000061035156
2019-11-20,127.77999877929688
2019-11-21,128.32000732421875
2019-11-22,128.1199951171875
2019-11-25,128.39999389648438
2019-11-26,126.69999694824219
2019-11-27,126.83999633789062
2019-11-28,126.94000244140625
2019-11-29,126.37999725341797
2019-12-02,125.26000213623047
2019-12-03,123.4000015258789
2019-12-04,125.0
2019-12-05,125.0999984741211
2019-12-06,127.23999786376953
2019-12-09,127.36000061035156
2019-12-10,127.0999984741211
2019-12-11,128.0
2019-12-12,130.72000122070312
2019-12-13,131.39999389648438
2019-12-16,132.47999572753906
2019-12-17,132.52000427246094
2019-12-18,132.94000244140625
2019-12-19,133.44000244140625
2019-12-20,134.9199981689453
2019-12-23,134.8000030517578
2019-12-27,136.5399932861328
2019-12-30,136.13999938964844
2020-01-02,137.63999938964844
2020-01-03,137.47999572753906
2020-01-06,138.0
2020-01-07,138.83999633789062
2020-01-08,139.75999450683594
2020-01-09,141.52000427246094
2020-01-10,141.4199981689453
2020-01-13,142.39999389648438
2020-01-14,140.6999969482422
2020-01-15,141.10000610351562
2020-01-16,141.6199951171875
2020-01-17,143.9600067138672
2020-01-20,144.75999450683594
2020-01-21,143.8800048828125
2020-01-22,141.8800048828125
2020-01-23,139.72000122070312
2020-01-24,140.8800048828125
2020-01-27,135.5800018310547
2020-01-28,138.5
2020-01-29,138.55999755859375
2020-01-30,135.25999450683594
2020-01-31,131.83999633789062
2020-02-03,132.1999969482422
2020-02-04,135.1999969482422
2020-02-05,137.0399932861328
2020-02-06,134.6999969482422
2020-02-07,132.8000030517578
2020-02-10,131.3800048828125
2020-02-11,134.3000030517578
2020-02-12,136.75999450683594
2020-02-13,136.0399932861328
2020-02-14,134.8000030517578
2020-02-17,135.8000030517578
2020-02-18,133.94000244140625
2020-02-19,137.22000122070312
2020-02-20,135.10000610351562
2020-02-21,135.4600067138672
2020-02-24,128.3800048828125
2020-02-25,126.95999908447266
2020-02-26,127.81999969482422
2020-02-27,121.12000274658203
2020-02-28,113.77999877929688
2020-03-02,112.80000305175781
2020-03-03,114.80000305175781
2020-03-04,115.68000030517578
